,cam,frame,id,x,y
5042,2,1972,1,819,421
5043,2,1972,0,631,411
5044,1,1973,1,1757,523
5045,1,1973,0,1933,511
5046,2,1973,1,819,423
5047,2,1973,0,627,405
5048,1,1974,1,1759,519
5049,1,1974,0,1931,507
5050,2,1974,1,815,419
5051,2,1974,0,623,413
5052,1,1975,1,1757,515
5053,1,1975,0,1931,503
5054,2,1975,1,815,417
5055,2,1975,0,621,413
5056,1,1976,1,1757,511
5057,1,1976,0,1933,495
5058,2,1976,1,813,419
5059,2,1976,0,619,413
5060,1,1977,1,1759,509
5061,1,1977,0,1931,495
5062,2,1977,1,811,415
5063,2,1977,0,615,405
5064,1,1979,1,1759,499
5065,1,1979,0,1931,487
5066,2,1979,1,807,415
5067,2,1979,0,611,403
5068,1,1980,1,1759,495
5069,1,1980,0,1933,481
5070,2,1980,1,803,411
5071,2,1980,0,607,403
5072,1,1981,1,1761,491
5073,1,1981,0,1933,479
5074,2,1981,1,801,411
5075,2,1981,0,609,399
5076,1,1984,1,1765,485
5077,1,1984,0,1933,471
5078,2,1984,1,795,405
5079,2,1984,0,603,401
5080,1,1985,1,1765,483
5081,1,1985,0,1935,469
5082,2,1985,1,799,411
5083,2,1985,0,601,399
5084,1,1986,1,1763,477
5085,1,1986,0,1935,465
5086,2,1986,1,797,409
5087,2,1986,0,599,403
5088,1,1987,1,1763,479
5089,1,1987,0,1935,465
5090,2,1987,1,797,409
5091,2,1987,0,603,399
5092,1,1989,1,1759,473
5093,1,1989,0,1935,461
5094,2,1989,1,795,411
5095,2,1989,0,595,401
5096,1,1990,1,1761,471
5097,1,1990,0,1933,459
5098,2,1990,1,799,411
5099,2,1990,0,601,401
5100,1,1992,1,1757,467
5101,1,1992,0,1933,457
5102,2,1992,1,795,413
5103,2,1992,0,599,399
5104,1,1993,1,1755,463
5105,1,1993,0,1927,455
5106,2,1993,1,797,411
5107,2,1993,0,603,405
5108,1,1996,1,1755,457
5109,1,1996,0,1927,443
5110,2,1996,1,795,413
5111,2,1996,0,595,407
5112,1,1997,1,1751,451
5113,1,1997,0,1925,443
5114,2,1997,1,793,411
5115,2,1997,0,589,407
5116,1,1999,1,1749,443
5117,1,1999,0,1923,435
5118,2,1999,1,789,411
5119,2,1999,0,591,405
5120,1,2000,1,1747,439
5121,1,2000,0,1921,431
5122,2,2000,1,791,411
5123,2,2000,0,589,405
5124,1,2002,1,1745,429
5125,1,2002,0,1921,417
5126,2,2002,1,787,407
5127,2,2002,0,587,405
5128,1,2005,1,1741,413
5129,1,2005,0,1913,403
5130,2,2005,1,781,409
5131,2,2005,0,577,403
5132,1,2174,1,1603,415
5133,1,2174,0,1745,401
5134,2,2174,1,803,1017
5135,2,2174,0,591,991
5136,1,2175,1,1601,417
5137,1,2175,0,1743,401
5138,2,2175,1,807,1023
5139,2,2175,0,593,995
5140,1,2176,1,1597,417
5141,1,2176,0,1739,403
5142,2,2176,1,813,1029
5143,2,2176,0,603,1001
5144,1,2178,1,1593,421
5145,1,2178,0,1735,407
5146,2,2178,1,823,1041
5147,2,2178,0,609,1015
5148,1,2179,1,1589,421
5149,1,2179,0,1733,407
5150,2,2179,1,831,1049
5151,2,2179,0,615,1023
5152,1,2181,1,1581,425
5153,1,2181,0,1725,413
5154,2,2181,1,837,1059
5155,2,2181,0,625,1035
5156,1,2203,1,1543,433
5157,1,2203,0,1677,413
5158,2,2203,1,887,1133
5159,2,2203,0,667,1123
5160,1,2215,1,1541,467
5161,1,2215,0,1675,443
5162,2,2215,1,897,1123
5163,2,2215,0,687,1123
5164,1,2216,1,1543,471
5165,1,2216,0,1677,443
5166,2,2216,1,899,1121
5167,2,2216,0,683,1117
5168,1,2218,1,1545,479
5169,1,2218,0,1679,451
5170,2,2218,1,901,1117
5171,2,2218,0,691,1119
5172,1,2220,1,1545,485
5173,1,2220,0,1679,459
5174,2,2220,1,905,1115
5175,2,2220,0,693,1119
5176,1,2225,1,1549,501
5177,1,2225,0,1681,475
5178,2,2225,1,905,1113
5179,2,2225,0,695,1117
5180,1,2226,1,1549,505
5181,1,2226,0,1683,477
5182,2,2226,1,905,1113
5183,2,2226,0,697,1119
5184,1,2227,1,1549,507
5185,1,2227,0,1683,479
5186,2,2227,1,905,1113
5187,2,2227,0,697,1119
5188,1,2228,1,1551,509
5189,1,2228,0,1683,481
5190,2,2228,1,901,1111
5191,2,2228,0,697,1119
5192,1,2231,1,1553,515
5193,1,2231,0,1685,485
5194,2,2231,1,899,1109
5195,2,2231,0,697,1117
5196,1,2232,1,1553,517
5197,1,2232,0,1687,489
5198,2,2232,1,901,1107
5199,2,2232,0,693,1117
5200,1,2237,1,1561,527
5201,1,2237,0,1691,493
5202,2,2237,1,901,1107
5203,2,2237,0,695,1115
5204,1,2241,1,1561,537
5205,1,2241,0,1691,503
5206,2,2241,1,903,1109
5207,2,2241,0,701,1115
5208,1,2242,1,1561,541
5209,1,2242,0,1691,505
5210,2,2242,1,907,1107
5211,2,2242,0,705,1117
5212,1,2244,1,1561,549
5213,1,2244,0,1691,513
5214,2,2244,1,907,1103
5215,2,2244,0,703,1115
5216,1,2246,1,1561,557
5217,1,2246,0,1693,521
5218,2,2246,1,911,1101
5219,2,2246,0,711,1113
5220,1,2247,1,1561,561
5221,1,2247,0,1693,525
5222,2,2247,1,911,1101
5223,2,2247,0,711,1115
5224,1,2248,1,1563,567
5225,1,2248,0,1693,531
5226,2,2248,1,911,1099
5227,2,2248,0,711,1107
5228,1,2250,1,1565,575
5229,1,2250,0,1695,541
5230,2,2250,1,917,1095
5231,2,2250,0,717,1111
5232,1,2251,1,1565,581
5233,1,2251,0,1695,547
5234,2,2251,1,919,1093
5235,2,2251,0,719,1103
5236,1,2252,1,1567,587
5237,1,2252,0,1697,553
5238,2,2252,1,921,1089
5239,2,2252,0,723,1101
5240,1,2254,1,1567,599
5241,1,2254,0,1699,567
5242,2,2254,1,929,1089
5243,2,2254,0,733,1101
5244,1,2255,1,1565,603
5245,1,2255,0,1697,571
5246,2,2255,1,927,1083
5247,2,2255,0,735,1099
5248,1,2256,1,1567,609
5249,1,2256,0,1697,577
5250,2,2256,1,927,1081
5251,2,2256,0,739,1095
5252,1,2257,1,1565,615
5253,1,2257,0,1699,583
5254,2,2257,1,935,1081
5255,2,2257,0,739,1095
5256,1,2258,1,1567,621
5257,1,2258,0,1697,589
5258,2,2258,1,933,1083
5259,2,2258,0,741,1099
5260,1,2259,1,1565,625
5261,1,2259,0,1697,593
5262,2,2259,1,937,1081
5263,2,2259,0,741,1099
5264,1,2261,1,1565,635
5265,1,2261,0,1697,605
5266,2,2261,1,945,1081
5267,2,2261,0,749,1095
5268,1,2264,1,1561,651
5269,1,2264,0,1693,617
5270,2,2264,1,955,1083
5271,2,2264,0,765,1101
5272,1,2267,1,1559,665
5273,1,2267,0,1689,631
5274,2,2267,1,959,1077
5275,2,2267,0,773,1099
5276,1,2268,1,1559,669
5277,1,2268,0,1687,631
5278,2,2268,1,961,1073
5279,2,2268,0,773,1095
5280,1,2269,1,1559,675
5281,1,2269,0,1689,639
5282,2,2269,1,965,1075
5283,2,2269,0,777,1089
5284,1,2270,1,1559,679
5285,1,2270,0,1687,643
5286,2,2270,1,971,1073
5287,2,2270,0,779,1091
5288,1,2272,1,1559,691
5289,1,2272,0,1689,653
5290,2,2272,1,967,1067
5291,2,2272,0,785,1087
5292,1,2273,1,1559,695
5293,1,2273,0,1689,661
5294,2,2273,1,971,1067
5295,2,2273,0,787,1085
5296,1,2274,1,1559,699
5297,1,2274,0,1689,665
5298,2,2274,1,973,1063
5299,2,2274,0,789,1081
5300,1,2275,1,1559,703
5301,1,2275,0,1689,669
5302,2,2275,1,975,1061
5303,2,2275,0,791,1081
5304,1,2276,1,1557,707
5305,1,2276,0,1689,673
5306,2,2276,1,977,1059
5307,2,2276,0,795,1079
5308,1,2277,1,1557,711
5309,1,2277,0,1689,679
5310,2,2277,1,979,1059
5311,2,2277,0,791,1075
5312,1,2279,1,1559,719
5313,1,2279,0,1689,683
5314,2,2279,1,977,1055
5315,2,2279,0,797,1073
5316,1,2280,1,1557,723
5317,1,2280,0,1691,689
5318,2,2280,1,979,1053
5319,2,2280,0,797,1069
5320,1,2281,1,1559,727
5321,1,2281,0,1691,693
5322,2,2281,1,979,1051
5323,2,2281,0,797,1075
5324,1,2282,1,1561,731
5325,1,2282,0,1691,695
5326,2,2282,1,979,1051
5327,2,2282,0,797,1069
5328,1,2283,1,1561,735
5329,1,2283,0,1693,701
5330,2,2283,1,977,1047
5331,2,2283,0,795,1063
5332,1,2284,1,1565,741
5333,1,2284,0,1697,705
5334,2,2284,1,975,1045
5335,2,2284,0,797,1063
5336,1,2285,1,1567,745
5337,1,2285,0,1697,709
5338,2,2285,1,975,1045
5339,2,2285,0,797,1063
5340,1,2287,1,1567,753
5341,1,2287,0,1699,719
5342,2,2287,1,977,1041
5343,2,2287,0,803,1061
5344,1,2288,1,1569,757
5345,1,2288,0,1701,723
5346,2,2288,1,983,1039
5347,2,2288,0,805,1057
5348,1,2289,1,1567,761
5349,1,2289,0,1699,725
5350,2,2289,1,985,1039
5351,2,2289,0,811,1059
5352,1,2290,1,1567,767
5353,1,2290,0,1699,731
5354,2,2290,1,989,1035
5355,2,2290,0,815,1055
5356,1,2291,1,1567,773
5357,1,2291,0,1697,737
5358,2,2291,1,991,1033
5359,2,2291,0,819,1051
5360,1,2292,1,1565,779
5361,1,2292,0,1699,745
5362,2,2292,1,995,1035
5363,2,2292,0,819,1051
5364,1,2294,1,1561,791
5365,1,2294,0,1695,757
5366,2,2294,1,1003,1031
5367,2,2294,0,833,1053
5368,1,2296,1,1559,803
5369,1,2296,0,1691,771
5370,2,2296,1,1009,1031
5371,2,2296,0,839,1049
5372,1,2297,1,1557,809
5373,1,2297,0,1691,775
5374,2,2297,1,1011,1031
5375,2,2297,0,837,1047
5376,1,2298,1,1557,813
5377,1,2298,0,1689,781
5378,2,2298,1,1013,1031
5379,2,2298,0,841,1049
5380,1,2299,1,1555,815
5381,1,2299,0,1687,783
5382,2,2299,1,1015,1031
5383,2,2299,0,845,1051
5384,1,2301,1,1555,821
5385,1,2301,0,1687,791
5386,2,2301,1,1015,1031
5387,2,2301,0,845,1051
5388,1,2302,1,1553,823
5389,1,2302,0,1687,793
5390,2,2302,1,1017,1031
5391,2,2302,0,851,1049
5392,1,2303,1,1553,827
5393,1,2303,0,1685,795
5394,2,2303,1,1021,1031
5395,2,2303,0,849,1051
5396,1,2304,1,1553,829
5397,1,2304,0,1687,797
5398,2,2304,1,1019,1031
5399,2,2304,0,853,1051
5400,1,2305,1,1551,833
5401,1,2305,0,1685,801
5402,2,2305,1,1023,1031
5403,2,2305,0,853,1049
5404,1,2306,1,1551,835
5405,1,2306,0,1683,805
5406,2,2306,1,1025,1031
5407,2,2306,0,855,1053
5408,1,2307,1,1551,837
5409,1,2307,0,1683,807
5410,2,2307,1,1027,1031
5411,2,2307,0,857,1053
5412,1,2308,1,1549,841
5413,1,2308,0,1681,809
5414,2,2308,1,1027,1033
5415,2,2308,0,861,1051
5416,1,2309,1,1549,843
5417,1,2309,0,1679,811
5418,2,2309,1,1029,1033
5419,2,2309,0,859,1055
5420,1,2311,1,1547,851
5421,1,2311,0,1681,817
5422,2,2311,1,1031,1031
5423,2,2311,0,865,1055
5424,1,2312,1,1547,853
5425,1,2312,0,1679,821
5426,2,2312,1,1033,1027
5427,2,2312,0,867,1053
5428,1,2313,1,1547,859
5429,1,2313,0,1679,825
5430,2,2313,1,1033,1031
5431,2,2313,0,869,1053
5432,1,2314,1,1547,863
5433,1,2314,0,1679,829
5434,2,2314,1,1033,1025
5435,2,2314,0,871,1047
5436,1,2315,1,1549,867
5437,1,2315,0,1679,833
5438,2,2315,1,1033,1025
5439,2,2315,0,871,1049
5440,1,2316,1,1549,873
5441,1,2316,0,1681,839
5442,2,2316,1,1035,1023
5443,2,2316,0,869,1045
5444,1,2317,1,1549,877
5445,1,2317,0,1679,843
5446,2,2317,1,1035,1021
5447,2,2317,0,871,1043
5448,1,2319,1,1549,885
5449,1,2319,0,1681,855
5450,2,2319,1,1037,1019
5451,2,2319,0,875,1037
5452,1,2320,1,1549,889
5453,1,2320,0,1683,861
5454,2,2320,1,1039,1021
5455,2,2320,0,877,1037
5456,1,2321,1,1547,889
5457,1,2321,0,1681,863
5458,2,2321,1,1039,1021
5459,2,2321,0,875,1039
5460,1,2322,1,1547,891
5461,1,2322,0,1683,863
5462,2,2322,1,1041,1023
5463,2,2322,0,877,1039
5464,1,2324,1,1547,891
5465,1,2324,0,1681,861
5466,2,2324,1,1039,1023
5467,2,2324,0,875,1043
5468,1,2327,1,1549,891
5469,1,2327,0,1679,859
5470,2,2327,1,1037,1021
5471,2,2327,0,877,1049
5472,1,2328,1,1549,893
5473,1,2328,0,1681,861
5474,2,2328,1,1039,1021
5475,2,2328,0,879,1043
5476,1,2330,1,1551,897
5477,1,2330,0,1683,865
5478,2,2330,1,1039,1017
5479,2,2330,0,877,1037
5480,1,2331,1,1551,901
5481,1,2331,0,1683,869
5482,2,2331,1,1041,1011
5483,2,2331,0,879,1037
5484,1,2333,1,1551,907
5485,1,2333,0,1685,873
5486,2,2333,1,1041,1007
5487,2,2333,0,881,1029
5488,1,2334,1,1551,909
5489,1,2334,0,1685,877
5490,2,2334,1,1041,1003
5491,2,2334,0,883,1025
5492,1,2335,1,1553,913
5493,1,2335,0,1687,881
5494,2,2335,1,1041,1003
5495,2,2335,0,387,1007
5496,1,2337,1,1553,917
5497,1,2337,0,1685,887
5498,2,2337,1,1047,999
5499,2,2337,0,885,1019
5500,1,2338,1,1553,921
5501,1,2338,0,1685,891
5502,2,2338,1,1049,999
5503,2,2338,0,887,1017
5504,1,2339,1,1551,923
5505,1,2339,0,1685,893
5506,2,2339,1,1053,997
5507,2,2339,0,891,1017
5508,1,2340,1,1549,925
5509,1,2340,0,1681,895
5510,2,2340,1,1057,997
5511,2,2340,0,897,1017
5512,1,2342,1,1541,929
5513,1,2342,0,1675,901
5514,2,2342,1,1067,997
5515,2,2342,0,907,1021
5516,1,2343,1,1537,931
5517,1,2343,0,1671,903
5518,2,2343,1,1069,997
5519,2,2343,0,911,1023
5520,1,2344,1,1533,933
5521,1,2344,0,1665,903
5522,2,2344,1,1073,999
5523,2,2344,0,917,1019
5524,1,2345,1,1531,935
5525,1,2345,0,1663,905
5526,2,2345,1,1079,997
5527,2,2345,0,919,1021
5528,1,2346,1,1527,937
5529,1,2346,0,1663,907
5530,2,2346,1,1081,999
5531,2,2346,0,921,1023
5532,1,2347,1,1525,937
5533,1,2347,0,1659,907
5534,2,2347,1,1083,995
5535,2,2347,0,927,1019
5536,1,2349,1,1521,941
5537,1,2349,0,1653,911
5538,2,2349,1,1089,997
5539,2,2349,0,929,1017
5540,1,2351,1,1517,945
5541,1,2351,0,1651,915
5542,2,2351,1,1091,995
5543,2,2351,0,935,1019
5544,1,2352,1,1515,947
5545,1,2352,0,1649,919
5546,2,2352,1,1095,993
5547,2,2352,0,939,1019
5548,1,2353,1,1513,949
5549,1,2353,0,1649,921
5550,2,2353,1,1097,993
5551,2,2353,0,941,1017
5552,1,2354,1,1511,953
5553,1,2354,0,1645,923
5554,2,2354,1,1099,989
5555,2,2354,0,943,1015
5556,1,2360,1,1503,965
5557,1,2360,0,1639,941
5558,2,2360,1,1111,983
5559,2,2360,0,955,1011
5560,1,2363,1,1501,965
5561,1,2363,0,1635,941
5562,2,2363,1,1111,985
5563,2,2363,0,957,1013
5564,1,2364,1,1499,965
5565,1,2364,0,1635,939
5566,2,2364,1,1111,985
5567,2,2364,0,957,1017
5568,1,2366,1,1499,965
5569,1,2366,0,1633,937
5570,2,2366,1,1111,987
5571,2,2366,0,953,1011
5572,1,2367,1,1501,965
5573,1,2367,0,1633,939
5574,2,2367,1,1107,985
5575,2,2367,0,953,1013
5576,1,2369,1,1505,967
5577,1,2369,0,1637,939
5578,2,2369,1,1105,985
5579,2,2369,0,949,1007
5580,1,2371,1,1509,969
5581,1,2371,0,1643,943
5582,2,2371,1,1101,985
5583,2,2371,0,945,1007
5584,1,2372,1,1511,971
5585,1,2372,0,1645,945
5586,2,2372,1,1099,987
5587,2,2372,0,945,1011
5588,1,2374,1,1515,975
5589,1,2374,0,1649,949
5590,2,2374,1,1095,983
5591,2,2374,0,943,1013
5592,1,2375,1,1517,977
5593,1,2375,0,1649,951
5594,2,2375,1,1093,983
5595,2,2375,0,941,1013
5596,1,2378,1,1521,983
5597,1,2378,0,1655,957
5598,2,2378,1,1091,981
5599,2,2378,0,939,1005
5600,1,2379,1,1523,985
5601,1,2379,0,1657,957
5602,2,2379,1,1093,979
5603,2,2379,0,935,1005
5604,1,2380,1,1525,985
5605,1,2380,0,1657,961
5606,2,2380,1,1087,979
5607,2,2380,0,937,1005
5608,1,2381,1,1527,987
5609,1,2381,0,1661,961
5610,2,2381,1,1089,975
5611,2,2381,0,937,1001
5612,1,2382,1,1527,989
5613,1,2382,0,1663,965
5614,2,2382,1,1085,977
5615,2,2382,0,933,1001
5616,1,2383,1,1529,989
5617,1,2383,0,1663,963
5618,2,2383,1,1083,977
5619,2,2383,0,931,1001
5620,1,2386,1,1533,991
5621,1,2386,0,1667,965
5622,2,2386,1,1083,973
5623,2,2386,0,929,999
5624,1,2388,1,1533,987
5625,1,2388,0,1669,965
5626,2,2388,1,1083,979
5627,2,2388,0,931,999
5628,1,2389,1,1533,987
5629,1,2389,0,1669,963
5630,2,2389,1,1085,977
5631,2,2389,0,931,1003
5632,1,2390,1,1531,987
5633,1,2390,0,1665,965
5634,2,2390,1,1087,977
5635,2,2390,0,933,1005
5636,1,2391,1,1529,987
5637,1,2391,0,1663,963
5638,2,2391,1,1087,979
5639,2,2391,0,933,1005
5640,1,2393,1,1527,985
5641,1,2393,0,1661,961
5642,2,2393,1,1091,983
5643,2,2393,0,937,1007
5644,1,2394,1,1525,985
5645,1,2394,0,1661,963
5646,2,2394,1,1091,983
5647,2,2394,0,939,1007
5648,1,2396,1,1523,987
5649,1,2396,0,1657,965
5650,2,2396,1,1097,983
5651,2,2396,0,943,1009
5652,1,2397,1,1519,989
5653,1,2397,0,1655,965
5654,2,2397,1,1101,985
5655,2,2397,0,947,1011
5656,1,2398,1,1517,989
5657,1,2398,0,1651,967
5658,2,2398,1,1105,985
5659,2,2398,0,953,1009
5660,1,2399,1,1515,991
5661,1,2399,0,1647,969
5662,2,2399,1,1107,983
5663,2,2399,0,953,1007
5664,1,2400,1,1511,993
5665,1,2400,0,1645,973
5666,2,2400,1,1109,983
5667,2,2400,0,957,1007
5668,1,2402,1,1507,997
5669,1,2402,0,1643,977
5670,2,2402,1,1111,983
5671,2,2402,0,961,1009
5672,1,2403,1,1507,999
5673,1,2403,0,1641,979
5674,2,2403,1,1113,981
5675,2,2403,0,961,1007
5676,1,2404,1,1505,999
5677,1,2404,0,1639,979
5678,2,2404,1,1115,983
5679,2,2404,0,963,1009
5680,1,2405,1,1505,999
5681,1,2405,0,1639,979
5682,2,2405,1,1113,981
5683,2,2405,0,961,1005
5684,1,2406,1,1505,999
5685,1,2406,0,1639,979
5686,2,2406,1,1113,979
5687,2,2406,0,961,1003
5688,1,2407,1,1505,1001
5689,1,2407,0,1639,979
5690,2,2407,1,1113,977
5691,2,2407,0,959,1001
5692,1,2408,1,1507,1001
5693,1,2408,0,1641,979
5694,2,2408,1,1113,975
5695,2,2408,0,961,997
5696,1,2410,1,1507,1001
5697,1,2410,0,1643,981
5698,2,2410,1,1111,969
5699,2,2410,0,959,993
5700,1,2413,1,1509,1005
5701,1,2413,0,1645,983
5702,2,2413,1,1113,957
5703,2,2413,0,959,981
5704,1,2415,1,1509,1007
5705,1,2415,0,1645,985
5706,2,2415,1,1115,951
5707,2,2415,0,961,975
5708,1,2416,1,1511,1007
5709,1,2416,0,1647,987
5710,2,2416,1,1113,947
5711,2,2416,0,961,973
5712,1,2417,1,1511,1009
5713,1,2417,0,1649,989
5714,2,2417,1,1115,945
5715,2,2417,0,963,967
5716,1,2418,1,1511,1009
5717,1,2418,0,1649,989
5718,2,2418,1,1113,943
5719,2,2418,0,963,965
5720,1,2419,1,1511,1009
5721,1,2419,0,1649,989
5722,2,2419,1,1115,937
5723,2,2419,0,961,963
5724,1,2420,1,1511,1009
5725,1,2420,0,1649,989
5726,2,2420,1,1115,935
5727,2,2420,0,963,961
5728,1,2421,1,1511,1011
5729,1,2421,0,1649,989
5730,2,2421,1,1115,931
5731,2,2421,0,963,957
5732,1,2422,1,1511,1011
5733,1,2422,0,1649,991
5734,2,2422,1,1117,925
5735,2,2422,0,965,955
5736,1,2423,1,1511,1011
5737,1,2423,0,1649,991
5738,2,2423,1,1117,923
5739,2,2423,0,967,947
5740,1,2425,1,1511,1015
5741,1,2425,0,1651,995
5742,2,2425,1,1117,913
5743,2,2425,0,967,937
5744,1,2426,1,1511,1017
5745,1,2426,0,1651,995
5746,2,2426,1,1119,907
5747,2,2426,0,967,933
5748,1,2427,1,1511,1019
5749,1,2427,0,1651,999
5750,2,2427,1,1121,903
5751,2,2427,0,967,929
5752,1,2428,1,1511,1023
5753,1,2428,0,1651,1001
5754,2,2428,1,1121,897
5755,2,2428,0,969,921
5756,1,2429,1,1511,1025
5757,1,2429,0,1653,1005
5758,2,2429,1,1123,891
5759,2,2429,0,969,915
5760,1,2432,1,1513,1027
5761,1,2432,0,1657,1007
5762,2,2432,1,1121,875
5763,2,2432,0,967,897
5764,1,2434,1,1515,1027
5765,1,2434,0,1659,1005
5766,2,2434,1,1121,861
5767,2,2434,0,967,883
5768,1,2435,1,1517,1027
5769,1,2435,0,1663,1005
5770,2,2435,1,1119,853
5771,2,2435,0,965,879
5772,1,2436,1,1519,1027
5773,1,2436,0,1665,1005
5774,2,2436,1,1119,845
5775,2,2436,0,965,867
5776,1,2437,1,1519,1027
5777,1,2437,0,1665,1005
5778,2,2437,1,1119,841
5779,2,2437,0,963,861
5780,1,2439,1,1521,1031
5781,1,2439,0,1669,1009
5782,2,2439,1,1121,825
5783,2,2439,0,963,845
5784,1,2440,1,1523,1031
5785,1,2440,0,1671,1009
5786,2,2440,1,1121,821
5787,2,2440,0,967,841
5788,1,2441,1,1523,1033
5789,1,2441,0,1673,1011
5790,2,2441,1,1123,811
5791,2,2441,0,965,833
5792,1,2442,1,1525,1035
5793,1,2442,0,1673,1015
5794,2,2442,1,1121,807
5795,2,2442,0,967,823
5796,1,2443,1,1525,1037
5797,1,2443,0,1677,1017
5798,2,2443,1,1123,799
5799,2,2443,0,967,819
5800,1,2444,1,1525,1041
5801,1,2444,0,1679,1019
5802,2,2444,1,1123,791
5803,2,2444,0,969,813
5804,1,2445,1,1527,1045
5805,1,2445,0,1679,1023
5806,2,2445,1,1123,785
5807,2,2445,0,969,803
5808,1,2446,1,1527,1047
5809,1,2446,0,1681,1025
5810,2,2446,1,1123,779
5811,2,2446,0,969,801
5812,1,2447,1,1527,1049
5813,1,2447,0,1681,1031
5814,2,2447,1,1125,777
5815,2,2447,0,973,793
5816,1,2448,1,1527,1051
5817,1,2448,0,1681,1031
5818,2,2448,1,1127,773
5819,2,2448,0,975,789
5820,1,2449,1,1525,1053
5821,1,2449,0,1679,1033
5822,2,2449,1,1131,769
5823,2,2449,0,975,787
5824,1,2450,1,1525,1053
5825,1,2450,0,1679,1033
5826,2,2450,1,1131,765
5827,2,2450,0,979,783
5828,1,2451,1,1523,1053
5829,1,2451,0,1677,1033
5830,2,2451,1,1133,761
5831,2,2451,0,977,781
5832,1,2452,1,1523,1055
5833,1,2452,0,1677,1037
5834,2,2452,1,1135,761
5835,2,2452,0,979,779
5836,1,2454,1,1519,1055
5837,1,2454,0,1679,1037
5838,2,2454,1,1137,751
5839,2,2454,0,981,771
5840,1,2455,1,1521,1057
5841,1,2455,0,1679,1035
5842,2,2455,1,1135,745
5843,2,2455,0,979,765
5844,1,2457,1,1523,1055
5845,1,2457,0,1681,1033
5846,2,2457,1,1133,735
5847,2,2457,0,979,753
5848,1,2460,1,1533,1057
5849,1,2460,0,1691,1035
5850,2,2460,1,1125,721
5851,2,2460,0,971,735
5852,1,2461,1,1535,1055
5853,1,2461,0,1693,1037
5854,2,2461,1,1121,717
5855,2,2461,0,967,731
5856,1,2462,1,1539,1055
5857,1,2462,0,1699,1033
5858,2,2462,1,1123,711
5859,2,2462,0,965,727
5860,1,2465,1,1541,1047
5861,1,2465,0,1703,1025
5862,2,2465,1,1121,703
5863,2,2465,0,961,717
5864,1,2466,1,1543,1045
5865,1,2466,0,1707,1023
5866,2,2466,1,1119,699
5867,2,2466,0,961,719
5868,1,2467,1,1543,1041
5869,1,2467,0,1705,1021
5870,2,2467,1,1121,699
5871,2,2467,0,961,717
5872,1,2469,1,1541,1039
5873,1,2469,0,1701,1017
5874,2,2469,1,1127,697
5875,2,2469,0,969,715
5876,1,2470,1,1537,1039
5877,1,2470,0,1699,1017
5878,2,2470,1,1127,695
5879,2,2470,0,971,713
5880,1,2471,1,1535,1039
5881,1,2471,0,1697,1015
5882,2,2471,1,1133,693
5883,2,2471,0,975,709
5884,1,2472,1,1531,1041
5885,1,2472,0,1695,1015
5886,2,2472,1,1135,689
5887,2,2472,0,975,707
5888,1,2473,1,1529,1043
5889,1,2473,0,1693,1019
5890,2,2473,1,1139,685
5891,2,2473,0,979,701
5892,1,2476,1,1525,1055
5893,1,2476,0,1691,1033
5894,2,2476,1,1141,671
5895,2,2476,0,981,687
5896,1,2477,1,1527,1059
5897,1,2477,0,1691,1035
5898,2,2477,1,1141,665
5899,2,2477,0,983,679
5900,1,2479,1,1529,1065
5901,1,2479,0,1697,1045
5902,2,2479,1,1139,655
5903,2,2479,0,985,671
5904,1,2480,1,1531,1069
5905,1,2480,0,1699,1047
5906,2,2480,1,1139,653
5907,2,2480,0,981,667
5908,1,2481,1,1533,1073
5909,1,2481,0,1703,1051
5910,2,2481,1,1139,647
5911,2,2481,0,983,661
5912,1,2482,1,1537,1075
5913,1,2482,0,1703,1053
5914,2,2482,1,1137,641
5915,2,2482,0,983,657
5916,1,2483,1,1537,1077
5917,1,2483,0,1709,1055
5918,2,2483,1,1135,639
5919,2,2483,0,979,649
5920,1,2484,1,1541,1079
5921,1,2484,0,1711,1059
5922,2,2484,1,1135,635
5923,2,2484,0,977,649
5924,1,2485,1,1545,1083
5925,1,2485,0,1713,1059
5926,2,2485,1,1133,629
5927,2,2485,0,977,643
5928,1,2488,1,1553,1085
5929,1,2488,0,1725,1061
5930,2,2488,1,1125,619
5931,2,2488,0,969,631
5932,1,2489,1,1557,1085
5933,1,2489,0,1727,1061
5934,2,2489,1,1125,615
5935,2,2489,0,967,627
5936,1,2490,1,1559,1085
5937,1,2490,0,1729,1063
5938,2,2490,1,1121,611
5939,2,2490,0,967,625
5940,1,2492,1,1565,1087
5941,1,2492,0,1735,1063
5942,2,2492,1,1121,607
5943,2,2492,0,965,619
5944,1,2493,1,1567,1089
5945,1,2493,0,1735,1061
5946,2,2493,1,1121,603
5947,2,2493,0,965,617
5948,1,2494,1,1569,1089
5949,1,2494,0,1739,1065
5950,2,2494,1,1121,599
5951,2,2494,0,963,609
5952,1,2495,1,1569,1089
5953,1,2495,0,1739,1065
5954,2,2495,1,1121,597
5955,2,2495,0,963,609
5956,1,2497,1,1567,1091
5957,1,2497,0,1739,1069
5958,2,2497,1,1125,593
5959,2,2497,0,969,607
5960,1,2498,1,1565,1091
5961,1,2498,0,1735,1069
5962,2,2498,1,1127,593
5963,2,2498,0,971,607
5964,1,2499,1,1563,1093
5965,1,2499,0,1737,1069
5966,2,2499,1,1129,591
5967,2,2499,0,973,603
5968,1,2500,1,1561,1091
5969,1,2500,0,1735,1067
5970,2,2500,1,1131,589
